46.50, 49999, 20
118.50, 99999, 20
74.50, 149999, 20
80.00, 199999, 20
171.00, 249999, 20
202.00, 299999, 20
179.00, 349999, 20
194.00, 399999, 20
267.50, 449999, 20
207.00, 499999, 20
216.50, 549999, 20
206.50, 599999, 20
226.00, 649999, 20
203.50, 699999, 20
213.00, 749999, 20
206.00, 799999, 20
232.00, 849999, 20
239.50, 899999, 20
235.50, 949999, 20
196.50, 999999, 20
239.00, 1049999, 20
249.50, 1099999, 20
208.00, 1149999, 20
235.00, 1199999, 20
339.50, 1249999, 20
238.00, 1299999, 20
233.50, 1349999, 20
696.50, 1399999, 20
250.50, 1449999, 20
217.50, 1499999, 20
229.50, 1549999, 20
211.50, 1599999, 20
202.50, 1649999, 20
181.00, 1699999, 20
245.50, 1749999, 20
211.00, 1799999, 20
237.00, 1849999, 20
242.00, 1899999, 20
237.00, 1949999, 20
325.00, 1999999, 20
231.50, 2049999, 20
241.00, 2099999, 20
232.50, 2149999, 20
241.00, 2199999, 20
392.50, 2249999, 20
212.50, 2299999, 20
237.50, 2349999, 20
564.50, 2399999, 20
598.50, 2449999, 20
243.00, 2499999, 20
308.50, 2549999, 20
299.00, 2599999, 20
271.50, 2649999, 20
622.50, 2699999, 20
245.00, 2749999, 20
139.50, 2799999, 20
281.00, 2849999, 20
331.00, 2899999, 20
353.00, 2949999, 20
434.00, 2999999, 20
307.50, 3049999, 20
207.00, 3099999, 20
535.50, 3149999, 20
238.50, 3199999, 20
304.50, 3249999, 20
577.00, 3299999, 20
990.50, 3349999, 20
264.50, 3399999, 20
374.00, 3449999, 20
249.50, 3499999, 20
462.50, 3549999, 20
821.00, 3599999, 20
899.00, 3649999, 20
429.50, 3699999, 20
424.00, 3749999, 20
659.50, 3799999, 20
547.50, 3849999, 20
1287.50, 3899999, 20
435.00, 3949999, 20
861.00, 3999999, 20
979.50, 4049999, 20
290.00, 4099999, 20
782.50, 4149999, 20
691.50, 4199999, 20
407.00, 4249999, 20
352.50, 4299999, 20
639.50, 4349999, 20
434.00, 4399999, 20
783.50, 4449999, 20
406.50, 4499999, 20
911.00, 4549999, 20
1124.00, 4599999, 20
245.00, 4649999, 20
177.50, 4699999, 20
278.00, 4749999, 20
266.50, 4799999, 20
417.00, 4849999, 20
415.50, 4899999, 20
228.50, 4949999, 20
280.00, 4999999, 20
1183.00, 5049999, 20
260.50, 5099999, 20
627.00, 5149999, 20
394.50, 5199999, 20
507.00, 5249999, 20
605.50, 5299999, 20
917.50, 5349999, 20
291.00, 5399999, 20
964.00, 5449999, 20
686.50, 5499999, 20
449.50, 5549999, 20
236.00, 5599999, 20
448.50, 5649999, 20
820.00, 5699999, 20
1000.50, 5749999, 20
630.00, 5799999, 20
986.50, 5849999, 20
757.50, 5899999, 20
925.00, 5949999, 20
775.50, 5999999, 20
638.00, 6049999, 20
948.50, 6099999, 20
743.50, 6149999, 20
729.00, 6199999, 20
700.50, 6249999, 20
806.00, 6299999, 20
880.50, 6349999, 20
529.00, 6399999, 20
526.50, 6449999, 20
822.50, 6499999, 20
913.00, 6549999, 20
935.00, 6599999, 20
864.50, 6649999, 20
619.50, 6699999, 20
674.50, 6749999, 20
567.50, 6799999, 20
889.50, 6849999, 20
716.50, 6899999, 20
720.50, 6949999, 20
256.50, 6999999, 20
677.00, 7049999, 20
427.00, 7099999, 20
896.50, 7149999, 20
684.50, 7199999, 20
959.00, 7249999, 20
940.00, 7299999, 20
954.50, 7349999, 20
808.50, 7399999, 20
939.00, 7449999, 20
1100.50, 7499999, 20
976.00, 7549999, 20
1164.50, 7599999, 20
1318.00, 7649999, 20
423.50, 7699999, 20
980.00, 7749999, 20
974.50, 7799999, 20
1104.50, 7849999, 20
1024.50, 7899999, 20
741.50, 7949999, 20
1169.50, 7999999, 20
892.00, 8049999, 20
787.00, 8099999, 20
1019.00, 8149999, 20
1552.50, 8199999, 20
915.00, 8249999, 20
1369.00, 8299999, 20
1284.00, 8349999, 20
1051.00, 8399999, 20
997.00, 8449999, 20
1222.50, 8499999, 20
967.50, 8549999, 20
926.00, 8599999, 20
1155.50, 8649999, 20
1022.50, 8699999, 20
1313.00, 8749999, 20
944.00, 8799999, 20
925.50, 8849999, 20
732.00, 8899999, 20
1063.00, 8949999, 20
520.00, 8999999, 20
278.00, 9049999, 20
704.00, 9099999, 20
861.00, 9149999, 20
1091.00, 9199999, 20
846.00, 9249999, 20
1363.50, 9299999, 20
1156.50, 9349999, 20
1521.50, 9399999, 20
912.00, 9449999, 20
1239.50, 9499999, 20
1507.50, 9549999, 20
1192.00, 9599999, 20
1587.50, 9649999, 20
1482.50, 9699999, 20
1552.50, 9749999, 20
1653.00, 9799999, 20
1825.50, 9849999, 20
1471.50, 9899999, 20
1486.00, 9949999, 20
1490.50, 9999999, 20
