46.50, 49999, 20
55.00, 99999, 20
97.00, 149999, 20
111.00, 199999, 20
150.50, 249999, 20
200.50, 299999, 20
230.00, 349999, 20
201.50, 399999, 20
228.50, 449999, 20
233.00, 499999, 20
237.00, 549999, 20
229.50, 599999, 20
244.00, 649999, 20
243.50, 699999, 20
208.50, 749999, 20
254.50, 799999, 20
231.50, 849999, 20
242.00, 899999, 20
246.00, 949999, 20
242.00, 999999, 20
236.00, 1049999, 20
250.00, 1099999, 20
215.00, 1149999, 20
235.50, 1199999, 20
243.00, 1249999, 20
241.00, 1299999, 20
235.50, 1349999, 20
413.50, 1399999, 20
256.00, 1449999, 20
253.00, 1499999, 20
253.00, 1549999, 20
256.50, 1599999, 20
262.00, 1649999, 20
327.50, 1699999, 20
248.50, 1749999, 20
256.00, 1799999, 20
244.50, 1849999, 20
327.50, 1899999, 20
252.00, 1949999, 20
252.00, 1999999, 20
246.00, 2049999, 20
257.50, 2099999, 20
381.50, 2149999, 20
391.50, 2199999, 20
449.50, 2249999, 20
243.50, 2299999, 20
288.50, 2349999, 20
266.50, 2399999, 20
355.00, 2449999, 20
332.50, 2499999, 20
307.00, 2549999, 20
300.50, 2599999, 20
620.50, 2649999, 20
254.00, 2699999, 20
250.50, 2749999, 20
352.00, 2799999, 20
372.50, 2849999, 20
426.00, 2899999, 20
271.00, 2949999, 20
722.50, 2999999, 20
334.00, 3049999, 20
649.50, 3099999, 20
507.50, 3149999, 20
624.00, 3199999, 20
896.50, 3249999, 20
434.50, 3299999, 20
612.00, 3349999, 20
711.50, 3399999, 20
1291.00, 3449999, 20
736.50, 3499999, 20
701.50, 3549999, 20
668.50, 3599999, 20
979.00, 3649999, 20
464.50, 3699999, 20
1030.50, 3749999, 20
829.50, 3799999, 20
915.00, 3849999, 20
92.00, 3899999, 20
184.00, 3949999, 20
1444.00, 3999999, 20
796.00, 4049999, 20
964.00, 4099999, 20
2072.00, 4149999, 20
1316.00, 4199999, 20
922.50, 4249999, 20
851.50, 4299999, 20
1120.50, 4349999, 20
1051.50, 4399999, 20
1378.00, 4449999, 20
1812.50, 4499999, 20
1014.50, 4549999, 20
1262.50, 4599999, 20
1673.50, 4649999, 20
1476.00, 4699999, 20
1022.50, 4749999, 20
852.00, 4799999, 20
1352.00, 4849999, 20
1479.00, 4899999, 20
1463.50, 4949999, 20
1481.50, 4999999, 20
2265.50, 5049999, 20
1143.50, 5099999, 20
1493.50, 5149999, 20
1461.50, 5199999, 20
1460.50, 5249999, 20
978.50, 5299999, 20
1950.00, 5349999, 20
1588.00, 5399999, 20
1878.00, 5449999, 20
1100.50, 5499999, 20
2141.50, 5549999, 20
1874.00, 5599999, 20
1919.50, 5649999, 20
2172.50, 5699999, 20
1181.00, 5749999, 20
2178.50, 5799999, 20
937.00, 5849999, 20
1351.00, 5899999, 20
2151.00, 5949999, 20
1686.50, 5999999, 20
1168.50, 6049999, 20
319.00, 6099999, 20
1038.50, 6149999, 20
1906.50, 6199999, 20
1872.50, 6249999, 20
1914.00, 6299999, 20
1702.00, 6349999, 20
2203.50, 6399999, 20
1067.50, 6449999, 20
1694.00, 6499999, 20
2813.50, 6549999, 20
2482.00, 6599999, 20
2630.00, 6649999, 20
2636.50, 6699999, 20
2433.00, 6749999, 20
1219.00, 6799999, 20
2165.00, 6849999, 20
1268.50, 6899999, 20
1937.50, 6949999, 20
1831.00, 6999999, 20
1968.50, 7049999, 20
2129.00, 7099999, 20
2024.50, 7149999, 20
1403.50, 7199999, 20
902.00, 7249999, 20
1790.00, 7299999, 20
1489.50, 7349999, 20
1990.00, 7399999, 20
2268.50, 7449999, 20
1870.50, 7499999, 20
2421.00, 7549999, 20
2879.00, 7599999, 20
1364.50, 7649999, 20
1893.50, 7699999, 20
2841.00, 7749999, 20
2231.00, 7799999, 20
2830.50, 7849999, 20
2379.00, 7899999, 20
2346.00, 7949999, 20
1669.00, 7999999, 20
2367.50, 8049999, 20
2092.50, 8099999, 20
1700.00, 8149999, 20
2434.00, 8199999, 20
2658.00, 8249999, 20
2496.50, 8299999, 20
2178.50, 8349999, 20
2798.00, 8399999, 20
2966.50, 8449999, 20
704.00, 8499999, 20
1646.00, 8549999, 20
2607.50, 8599999, 20
2853.00, 8649999, 20
2687.00, 8699999, 20
2908.50, 8749999, 20
3274.00, 8799999, 20
2715.00, 8849999, 20
3095.00, 8899999, 20
2549.00, 8949999, 20
1443.50, 8999999, 20
3056.50, 9049999, 20
2937.50, 9099999, 20
2976.50, 9149999, 20
2958.00, 9199999, 20
3191.50, 9249999, 20
3001.00, 9299999, 20
2904.50, 9349999, 20
2616.50, 9399999, 20
2879.00, 9449999, 20
2833.00, 9499999, 20
3366.00, 9549999, 20
1591.00, 9599999, 20
3595.50, 9649999, 20
2383.50, 9699999, 20
2519.50, 9749999, 20
2670.00, 9799999, 20
3372.50, 9849999, 20
2751.50, 9899999, 20
2409.50, 9949999, 20
2678.00, 9999999, 20
